Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
3.0,FinanceBench,ms (Average),81520,4163,Intel Core i7-1280P,1,Intel BGA 1744,Intel,10 nm,,217 mm²,FC-BGA16F,Mobile,Active,"Feb 23rd, 2022",,SRLD5,1800 MHz,up to 4.8 GHz,100 MHz,18.0x,No,28 W,Alder Lake-P,Core i7  (Alder Lake-P),"DDR4, DDR5",,Dual-channel,,No,"Gen 4, 20 Lanes (CPU only)",14,20,1,Iris Xe 96EU,80 KB (per core),1.25 MB (per core),24 MB (shared)
4.0,FinanceBench,ms (Average),87143,392,AMD EPYC 7542,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000075,2.9 GHz,up to 3.4 GHz,100 MHz,29.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),128 MB (shared)
5.0,FinanceBench,ms (Average),87805,432,AMD EPYC 7742,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
5.0,FinanceBench,ms (Average),87957,175,Intel Core i7-6700,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA14C,Desktop,End-of-life,"Jul 1st, 2015",$303,SR2L2,3.4 GHz,up to 4 GHz,100 MHz,34.0x,No,65 W,Skylake,Core i7  (Skylake),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD Graphics 530,64 KB (per core),256 KB (per core),8 MB (shared)
5.0,FinanceBench,ms (Average),88718,516,AMD EPYC 7502P,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000045,2.5 GHz,up to 3.35 GHz,100 MHz,25.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,32.0,64.0,1.0,,96 KB (per core),512 KB (per core),128 MB (shared)
5.0,FinanceBench,ms (Average),88848,477,AMD EPYC 7402P,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1280,100-000000048,2.8 GHz,up to 3.35 GHz,100 MHz,28.0x,No,180 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,1.0,,96 KB (per core),512 KB (per core),128 MB (shared)
3.0,FinanceBench,ms (Average),89643,465,Intel Xeon Gold 6258R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.9 GHz,up to 3.5 GHz,100 MHz,29.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),1 MB (per core),24 MB (shared)
10.0,FinanceBench,ms (Average),89852,392,AMD EPYC 7742,2,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000053,2.25 GHz,up to 3.4 GHz,100 MHz,22.5x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,64.0,128.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
3.0,FinanceBench,ms (Average),89989,453,Intel Core i7-6800K,1,Intel Socket 2011-3,Intel,14 nm,"3,400 million",246 mm²,FC-LGA14A,Desktop,End-of-life,"May 31st, 2016",$434,SR2PD,3.4 GHz,up to 3.6 GHz,100 MHz,34.0x,Yes,140 W,Broadwell-E,Core i7  (Broadwell-E),DDR4,2400 MT/s,Quad-channel,76.8 GB/s,No,"Gen 3, 28 Lanes (CPU only)",6.0,12.0,1.0,,64 KB (per core),256 KB (per core),15 MB (shared)
5.0,FinanceBench,ms (Average),90061,443,AMD EPYC 7302P,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$825,100-000000049,3 GHz,up to 3.3 GHz,100 MHz,30.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,1.0,,64 KB (per core),512 KB (per core),32 MB (per die)
5.0,FinanceBench,ms (Average),90302,323,AMD EPYC 7532,1,AMD Socket SP3,TSMC,7 nm,"15,200 million",4x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$1350,100-000000077,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,155 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",24.0,48.0,2.0,,96 KB (per core),512 KB (per core),32 MB (per die)
3.0,FinanceBench,ms (Average),90404,90404,Intel Xeon Platinum 8280,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Dec 11th, 2018",,SRF9P CD8069504228001,2.7 GHz,up to 4 GHz,100 MHz,27.0x,No,205 W,Cascade Lake-SP,Xeon Platinum  (Cascade Lake-SP),DDR4,,,,Yes,,28.0,56.0,8.0,,64 KB (per core),1 MB (per core),38.5 MB (shared)
5.0,FinanceBench,ms (Average),90619,690,AMD EPYC 7552,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$4025,100-000000076,2.2 GHz,up to 3.3 GHz,100 MHz,22.0x,No,200 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",48.0,96.0,2.0,,96 KB (per core),512 KB (per core),192 MB (shared)
4.0,FinanceBench,ms (Average),90864,909,AMD EPYC 7642,1,AMD Socket SP3,TSMC,7 nm,"3,800 million",74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",,100-000000074,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,225 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,Gen 4,48.0,96.0,2.0,,96 KB (per core),512 KB (per core),256 MB (shared)
5.0,FinanceBench,ms (Average),90891,488,AMD EPYC 7662,1,AMD Socket SP3,TSMC,7 nm,"33,200 million",8x 81 mm²,FCLGA-4094,Server/Workstation,Active,"Mar 15th, 2021",$6366,100-000000318 100-100000318WOF,2000 MHz,up to 3.5 GHz,100 MHz,20.0x,No,240 W,Milan,EPYC  (Zen 3 (Milan)),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",56.0,112.0,2.0,,64 KB (per core),512 KB (per core),256 MB (shared)
7.0,FinanceBench,ms (Average),91475,768,Intel Xeon E-2388G,1,Intel Socket 1200,Intel,14 nm,,276 mm²,FC-LGA1200,Server/Workstation,Active,"Sep 8th, 2021",$539,SRKMZ,3.2 GHz,up to 5.1 GHz,100 MHz,32.0x,No,95 W,Rocket Lake-E,Xeon E  (Rocket Lake-E),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,Yes,"Gen 4, 20 Lanes (CPU only)",8,16,1,UHD Graphics P750,80 KB (per core),512 KB (per core),16 MB (shared)
5.0,FinanceBench,ms (Average),92517,289,AMD EPYC 7272,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$625,100-000000079,2.9 GHz,up to 3.2 GHz,100 MHz,29.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",12.0,24.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
5.0,FinanceBench,ms (Average),92519,207,AMD EPYC 7232P,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$450,100-000000081,3.1 GHz,up to 3.2 GHz,100 MHz,31.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),512 KB (per core),16 MB (per die)
7.0,FinanceBench,ms (Average),93091,533,Intel Xeon Gold 5220R,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.2 GHz,up to 3.4 GHz,100 MHz,22.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2993 MT/s,Eight-channel,191.6 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",26.0,52.0,2.0,,64 KB (per core),1 MB (per core),39 MB (shared)
5.0,FinanceBench,ms (Average),93233,751,AMD EPYC 7282,1,AMD Socket SP3,TSMC,7 nm,"7,600 million",2x 74 mm²,FCLGA-4094,Server/Workstation,Active,"Aug 7th, 2019",$650,100-000000078,2.8 GHz,up to 3.2 GHz,100 MHz,28.0x,No,120 W,Rome,EPYC  (Zen 2 (Rome)),DDR4,3200 MT/s,Eight-channel,85.3 GB/s,Yes,"Gen 4, 128 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),512 KB (per core),32 MB (per die)
3.0,FinanceBench,ms (Average),93356,811,Intel Xeon Gold 6226R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.9 GHz,up to 3.5 GHz,100 MHz,29.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),1 MB (per core),24 MB (shared)
3.0,FinanceBench,ms (Average),94949,601,Intel Xeon Gold 5220R,1,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.2 GHz,up to 3.4 GHz,100 MHz,22.0x,No,185 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,2993 MT/s,Eight-channel,191.6 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",26.0,52.0,2.0,,64 KB (per core),1 MB (per core),39 MB (shared)
5.0,FinanceBench,ms (Average),99023,571,AMD Ryzen 7 3800XT,1,AMD Socket AM4,TSMC,7 nm,"3,800 million",74 mm²,µOPGA-1331,Desktop,Active,"Jul 7th, 2020",$399,100-100000279WOF,3.8 GHz,up to 4.7 GHz,100 MHz,38.0x,Yes,105 W,Matisse 2,Ryzen 7  (Zen 2 (Matisse)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,Gen 4,8.0,16.0,1.0,,64 KB (per core),512 KB (per core),32 MB
3.0,FinanceBench,ms (Average),100567,336,Intel Core i7-8700K,1,Intel Socket 1151,Intel,14 nm,,154 mm²,FC-LGA1151,Desktop,End-of-life,"Oct 5th, 2017",$359,SR3QR QNMK,3.7 GHz,up to 4.7 GHz,100 MHz,37.0x,Yes,95 W,Coffee Lake,Core i7  (Coffee Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",6,12,1,UHD Graphics 630,64 KB (per core),256 KB (per core),12 MB (shared)
3.0,FinanceBench,ms (Average),102799,102799,AMD Ryzen 7 PRO 3700,1,AMD Socket AM4,TSMC,7 nm,"3,800 million",74 mm²,µOPGA-1331,Desktop,Active,"Sep 30th, 2019",,100-000000073,3.6 GHz,up to 4.4 GHz,100 MHz,36.0x,Yes,65 W,Matisse,Ryzen 7  (Zen 2 (Matisse)),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,"Gen 4, 24 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),512 KB (per core),32 MB
3.0,FinanceBench,ms (Average),102849,102849,AMD Ryzen 9 PRO 3900,1,AMD Socket FP7,TSMC,6 nm,,208 mm²,"FP7, FP7r2",Mobile,Active,"Apr 19th, 2022",,100-000000541 100-000000563,3.3 GHz,up to 4.9 GHz,100 MHz,33.0x,No,45 W,Rembrandt,Ryzen 9  (Zen 3+ (Rembrandt)),DDR5,4800 MT/s,Dual-channel,76.8 GB/s,No,"Gen 4, 20 Lanes (CPU only)",8,16,1,Radeon 680M,64 KB (per core),512 KB (per core),16 MB (shared)
3.0,FinanceBench,ms (Average),105955,232,Intel Xeon E5-1680 v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Server/Workstation,End-of-life,"Sep 8th, 2014",,QFSS SR20H,3.2 GHz,up to 3.8 GHz,100 MHz,32.0x,Yes,140 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),256 KB (per core),20 MB (shared)
3.0,FinanceBench,ms (Average),107107,120,Intel Core i7-7700K,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,Active,"Jan 3rd, 2017",,SR33A,4.2 GHz,up to 4.5 GHz,100 MHz,42.0x,Yes,91 W,Kaby Lake,Core i7  (Kaby Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD 630,64 KB (per core),256 KB (per core),8 MB (shared)
4.0,FinanceBench,ms (Average),107336,107336,Intel Xeon E-2278G,1,Intel Socket 1151,Intel,14 nm,,180 mm²,FC-LGA14C,Server/Workstation,End-of-life,"May 29th, 2019",$494,SRFB2,3.4 GHz,up to 5 GHz,100 MHz,34.0x,No,95 W,Coffee Lake-S WS,Xeon E  (Coffee Lake),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8,16,1,HD Graphics P630,64 KB (per core),256 KB (per core),16 MB (shared)
8.0,FinanceBench,ms (Average),110141,856,Intel Core i7-1165G7,1,Intel BGA 1449,Intel,10 nm,,144 mm²,FC-BGA1449,Mobile,End-of-life,"Sep 2nd, 2020",$426,SRK02,2.8 GHz,up to 4.7 GHz,100 MHz,28.0x,No,28 W,Tiger Lake-U,Core i7  (Willow Cove-U),"DDR4, LPDDR4X",,Dual-channel,,No,"Gen 4, 4 Lanes (CPU only)",4,8,1,Iris Xe-LP Graphics G7 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared)
3.0,FinanceBench,ms (Average),113139,185,AMD Ryzen 7 2700 Eight-Core,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Apr 19th, 2018",$299,YD2700BBM88AF,3.2 GHz,up to 4.1 GHz,100 MHz,32.0x,Yes,65 W,Zen,Ryzen 7  (Zen+ (Pinnacle Ridge)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
3.0,FinanceBench,ms (Average),115184,8132,AMD Ryzen Threadripper 2970WX,1,AMD Socket SP3r2,GlobalFoundries,12 nm,"19,200 million",4x 213 mm²,sTR4,Desktop,Active,"Oct 2nd, 2018",$1299,YD297XAZUHCAF,3 GHz,up to 4.2 GHz,100 MHz,30.0x,Yes,250 W,Colfax,Ryzen Threadripper  (Zen+ (Colfax)),DDR4,2933 MT/s,Quad-channel,93.9 GB/s,No,"Gen 3, 60 Lanes (CPU only)",24.0,48.0,1.0,,96 KB (per core),512 KB (per core),64 MB
3.0,FinanceBench,ms (Average),115478,1318,Intel Xeon E5-2687W v3,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,FC-LGA12A,Server/Workstation,End-of-life,"Sep 8th, 2014",$2141,SR1Y6,3.1 GHz,up to 3.5 GHz,100 MHz,31.0x,No,160 W,Haswell-EP,Xeon E5  (Haswell-EP),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,Yes,"Gen 3, 40 Lanes (CPU only)",10.0,20.0,2.0,,64 KB (per core),256 KB (per core),25 MB (shared)
3.0,FinanceBench,ms (Average),116389,1744,Intel Core i5-9400F,1,Intel Socket 1151,Intel,14 nm,,,FC-LGA1151,Desktop,End-of-life,"Jan 8th, 2019",,BX80684I59400F BXC80684I59400F CM8068403358819 SRF6M,2.9 GHz,up to 4.1 GHz,100 MHz,29.0x,No,65 W,Coffee Lake,Core i5  (Coffee Lake Refresh),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,"Gen 3, 16 Lanes (CPU only)",6.0,6.0,1.0,,64 KB (per core),256 KB (per core),9 MB (shared)
3.0,FinanceBench,ms (Average),118053,791,AMD Ryzen Threadripper 2950X,1,AMD Socket SP3r2,GlobalFoundries,12 nm,"9,600 million",2x 213 mm²,sTR4,Desktop,Active,"Aug 31st, 2018",$899,YD295XA8UGAAF,3.5 GHz,up to 4.4 GHz,100 MHz,35.0x,Yes,180 W,Colfax,Ryzen Threadripper  (Zen+ (Colfax)),DDR4,2933 MT/s,Quad-channel,93.9 GB/s,No,"Gen 3, 60 Lanes (CPU only)",16.0,32.0,1.0,,96 KB (per core),512 KB (per core),32 MB
3.0,FinanceBench,ms (Average),120834,222,Intel Xeon E3-1275 v6,1,Intel Socket 1151,Intel,14 nm,"1,400 million",160 mm²,FC-LGA14C,Server/Workstation,unknown,"Aug 1st, 2017",,SR373,4.1 GHz,up to 4.5 GHz,100 MHz,41.0x,No,79 W,Kaby Lake-DT,Xeon E3  (Kaby Lake-DT),DDR4,,Dual-channel,,Yes,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD Graphics P630,64 KB (per core),256 KB (per core),8 MB (shared)
3.0,FinanceBench,ms (Average),122465,969,AMD EPYC 7601,1,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
4.0,FinanceBench,ms (Average),123495,18281,Intel Core i7-9750H,1,Intel BGA 1440,Intel,14 nm,,149 mm²,FC-BGA1440,Mobile,End-of-life,"Apr 23rd, 2019",,SRF6U SRFCP,2.6 GHz,up to 4.5 GHz,100 MHz,26.0x,No,45 W,Coffee Lake-HR,Core i7  (Coffee Lake-HR),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,No,Gen 3,6,12,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared)
6.0,FinanceBench,ms (Average),124115,5945,Intel Core i7-8565U,1,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,Mobile,End-of-life,"Oct 1st, 2018",$409,SREJP SRFFW,1800 MHz,up to 4.6 GHz,100 MHz,18.0x,No,15 W,Whiskey Lake-U,Core i7  (Whiskey Lake),"DDR3, DDR4",2400 MT/s,Dual-channel,38.4 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),8 MB (shared)
9.0,FinanceBench,ms (Average),127754,3494,AMD EPYC 7601,2,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
3.0,FinanceBench,ms (Average),134466,478,Intel Xeon E3-1245 v5,1,Intel Socket 1151,Intel,14 nm,"1,750 million",122 mm²,FC-LGA14C,Server/Workstation,End-of-life,"Oct 19th, 2015",$294,SR2LL,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,No,80 W,Skylake-DT,Xeon E3  (Skylake-DT),"DDR3, DDR4",2133 MT/s,Dual-channel,34.1 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4,8,1,HD Graphics P530,64 KB (per core),256 KB (per core),8 MB (shared)
3.0,FinanceBench,ms (Average),135207,326,Intel Xeon E3-1280 v5,1,Intel Socket 1151,Intel,14 nm,"1,750 million",122 mm²,FC-LGA14C,Server/Workstation,End-of-life,"Oct 19th, 2015",$612,SR2LC,3.7 GHz,up to 4 GHz,100 MHz,37.0x,No,80 W,Skylake-DT,Xeon E3  (Skylake-DT),DDR4,,Dual-channel,,Yes,"Gen 3, 16 Lanes (CPU only)",4.0,8.0,1.0,,64 KB (per core),256 KB (per core),8 MB (shared)
8.0,FinanceBench,ms (Average),136903,3604,Intel Core i7-1065G7,1,Intel BGA 1526,Intel,10 nm,,123 mm²,FC-BGA16F,Mobile,Active,"Aug 1st, 2019",,SRG0N,1300 MHz,up to 3.9 GHz,100 MHz,13.0x,No,15 W,Ice Lake-U,Core i7  (Sunny Cove-U),DDR4,3200 MT/s,Dual-channel,51.2 GB/s,No,Gen 3,4,8,1,Iris Plus,80 KB (per core),256 KB (per core),8 MB (shared)
3.0,FinanceBench,ms (Average),142787,7634,Intel Core i7-4790K,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,End-of-life,"May 1st, 2014",$350,SR219,4 GHz,up to 4.4 GHz,100 MHz,40.0x,Yes,88 W,Haswell,Core i7  (Haswell),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4600,64 KB (per core),256 KB (per core),8 MB (shared)
3.0,FinanceBench,ms (Average),147231,322,AMD Ryzen 5 3400G,1,AMD Socket AM4,GlobalFoundries,12 nm,"4,940 million",210 mm²,µOPGA-1331,Desktop,Active,"Jul 7th, 2019",$149,YD3400C5M4MFH YD3400C5FHBOX,3.7 GHz,up to 4.2 GHz,100 MHz,37.0x,Yes,65 W,Picasso,Ryzen 5  (Zen+ (Picasso)),DDR4,2933 MT/s,Dual-channel,46.9 GB/s,No,Gen 3,4,8,1,Radeon RX Vega 11,96 KB (per core),512 KB (per core),4 MB (shared)
6.0,FinanceBench,ms (Average),152263,679,Intel Xeon Silver 4216,1,Intel Socket 3647,Intel,14 nm,"8,000 million",,FC-LGA3647,Server/Workstation,unknown,"Jul 11th, 2017",,SR3HQ BX806734116 CD8067303567200,2.1 GHz,up to 3 GHz,100 MHz,21.0x,No,85 W,Skylake-SP,Xeon Silver  (Skylake-SP),DDR4,,,,Yes,,12.0,24.0,2.0,,64 KB (per core),1 MB (per core),16.5 MB (shared)
3.0,FinanceBench,ms (Average),162098,205,AMD EPYC 7551,1,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7551BDVIHAF,2000 MHz,up to 3 GHz,100 MHz,20.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
4.0,FinanceBench,ms (Average),182698,35,Intel Celeron G6900,1,Intel Socket 1700,Intel,10 nm,,,FC-LGA16A,Desktop,Active,"Jan 4th, 2022",$52,SRL67,3.4 GHz,,100 MHz,34.0x,No,46 W,Alder Lake-S,Celeron  (Alder Lake-S),"DDR4, DDR5",,Dual-channel,,No,Gen 5,2,2,1,UHD Graphics 710,80 KB (per core),1.25 MB (per core),4 MB (shared)
3.0,FinanceBench,ms (Average),192259,313,Intel Core i7-,1,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,Mobile,End-of-life,"Aug 21st, 2019",,unknown,1800 MHz,up to 4.9 GHz,100 MHz,18.0x,No,25 W,Comet Lake-U,Core i7  (Comet Lake-U),"DDR3, DDR4",,,,No,,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),8 MB (shared)
3.0,FinanceBench,ms (Average),203957,2284,Intel Xeon E5-2609 v4,1,Intel Socket 2011,Intel,32 nm,"1,270 million",294 mm²,FC-LGA10,Server/Workstation,unknown,"Mar 6th, 2012",,SR0LA,2.4 GHz,,100 MHz,24.0x,No,80 W,Sandy Bridge-EP,Xeon E5  (Sandy Bridge-EP),DDR3,,Quad-channel,,Yes,Gen 3,4.0,4.0,2.0,,64 KB (per core),256 KB (per core),10 MB (shared)
3.0,FinanceBench,ms (Average),288715,20698,Intel Core i7-4600U,1,Intel BGA 1168,Intel,22 nm,"1,300 million",118 mm²,FC-BGA1168,Mobile,unknown,"Sep 1st, 2013",,unknown,2.1 GHz,up to 3.3 GHz,100 MHz,21.0x,No,15 W,Haswell-ULT,Core i7  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 5000,64 KB (per core),256 KB (per core),4 MB (shared)
22.0,amg,Figure Of Merit (Average),8110403243,777617637,Intel Xeon 6980P,2,Intel Socket 7529,Intel,5 nm,,3x 598 mm²,FC-LGA18N,Server/Workstation,Active,"Sep 24th, 2024",$12460,SRPL2 Q5SM,2000 MHz,up to 3.9 GHz,100 MHz,20.0x,No,500 W,Granite Rapids,Xeon 6  (Granite Rapids-AP),DDR5,6400 MT/s,Twelve-channel,614.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",128.0,256.0,2.0,,112 KB (per core),2 MB (per core),504 MB (shared)
30.0,amg,Figure Of Merit (Average),6236738724,103440146,AMD EPYC 9755,2,AMD Socket SP5,TSMC,4 nm,"133,040 million",16x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$12984,100-000001443,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,500 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,80 KB (per core),1 MB (per core),512 MB (shared)
4.0,amg,Figure Of Merit (Average),6118251292,222241584,AMD EPYC 9575F,2,AMD Socket SP5,TSMC,4 nm,"66,520 million",8x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$11791,100-000001554,3.3 GHz,up to 5 GHz,100 MHz,33.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),1 MB (per core),256 MB (shared)
